Date,pm10,no2,so2,soot
1/16/2014,58.39,36.72,21.83,17.27
1/17/2014,66.06,45.4,28.01,23.9
1/18/2014,51.72,39.71,27.04,9.44
1/19/2014,29.13,20.84,23.41,9.34
1/20/2014,37.48,27.52,27.88,10.49
1/21/2014,32.2,25.71,22.92,12.97
1/22/2014,28.51,24.58,28.18,14.75
1/23/2014,49.97,28.37,16.55,20.55
1/24/2014,30.9,24.99,13.03,15.81
1/25/2014,38.14,25.3,12.93,13.96
1/26/2014,63.11,25.04,14.32,18.33
1/27/2014,102.01,38.37,22.97,31.04
1/28/2014,124.05,34.84,28.44,25.15
1/29/2014,118.11,32.83,23.56,22.8
1/30/2014,46.28,23.25,18.5,21.49
1/31/2014,34.71,17.22,15.84,19.01
2/1/2014,26.93,15.6,16.23,14.46
2/2/2014,25.22,15.07,12.77,13.25
2/3/2014,20.43,19,13.66,8
2/4/2014,26.48,21.5,15.19,11.23
2/5/2014,36.02,23.1,20.46,12.66
2/6/2014,62.14,37.77,24.86,17.18
2/7/2014,74.66,45.56,22.26,20.01
2/8/2014,58.86,43.78,20.15,17.63
2/9/2014,39.51,37.02,16.98,15.54
2/10/2014,18.64,32.87,18.55,12.31
2/11/2014,33.64,35.08,16.93,14.41
2/12/2014,27.41,25.38,15.83,11.06
2/13/2014,34.59,30.91,21.56,13.48
2/14/2014,39.39,33.51,14.47,13.35
2/15/2014,48.14,32.4,13.06,12.12
2/16/2014,41.99,39.67,14.82,12.41
2/17/2014,50.75,33.19,15.34,11.73
2/18/2014,81.09,40.34,19.67,15.07
2/19/2014,64.9,39.49,18.2,17.48
2/20/2014,61.97,30.55,15.2,15.53
2/21/2014,58.12,26.03,20.37,15
2/22/2014,63.01,26.3,16.11,14.59
2/23/2014,27.26,21.82,14.84,14.3
2/24/2014,33.12,26.48,16.51,19.37
2/25/2014,33.65,25.92,16.61,19.57
2/26/2014,53.54,35.01,26.49,25.16
2/27/2014,88.53,49.73,38.03,32.07
2/28/2014,63.55,40.27,20.65,28.32
3/1/2014,37.99,18.78,12.57,17.79
3/2/2014,24.91,18.13,13.35,17.81
3/3/2014,15.85,15.19,13.45,17.73
3/4/2014,13.6,16.56,13.71,16.75
3/5/2014,34.33,25.17,13.03,16.48
3/6/2014,53.81,25.25,11.19,15.53
3/7/2014,41.53,27.03,11.57,17.22
3/8/2014,47.8,27.65,11.33,16.73
3/9/2014,45.86,22.51,12.66,14.41
3/10/2014,40.8,30.1,13.48,14.93
3/11/2014,65.1,41.24,17.81,18.04
3/12/2014,64.02,39.77,17.05,15.66
3/13/2014,78.05,55.74,19.84,21.17
3/14/2014,96.04,62.06,22.08,29.04
3/15/2014,90.25,45.76,24.01,22.45
3/16/2014,20.54,24.26,16.84,10.93
3/17/2014,31.13,42.32,16.1,16.53
3/18/2014,46.29,45.17,14.33,16.56
3/19/2014,44.46,41,14.27,17.19
3/20/2014,47.2,37.74,18.25,21.47
3/21/2014,38,37.13,14.72,20.28
3/22/2014,33.31,43.44,18.42,20.19
3/23/2014,27.17,26.25,14.19,17.44
3/24/2014,22.39,31.14,13.24,19.28
3/25/2014,33.42,33.2,14.59,20.82
3/26/2014,40.84,37.64,15.73,24.1
3/27/2014,23.93,28.17,15.15,16.69
3/28/2014,28.7,33.79,17.16,14.77
3/29/2014,56.92,35.79,16.99,14.99
3/30/2014,69.52,41.78,16.39,23.66
3/31/2014,64.37,45.28,18.27,18.46
4/1/2014,55.97,39.91,12.91,16.85
4/2/2014,58.84,39.72,16.98,18.63
4/3/2014,45.59,30.01,18.52,15.6
4/4/2014,45.66,41.9,15.8,14.28
4/5/2014,63.76,23.64,10.79,12.68
4/6/2014,141.96,18.95,9.61,14.29
4/7/2014,99.97,37.23,14.63,13.5
4/8/2014,61.9,49.52,22.28,17.31
4/9/2014,40.6,40,12.3,11.78
4/10/2014,27.47,35.75,12.3,11.32
4/11/2014,29.99,33.53,12.07,11.6
4/12/2014,35.59,33.32,14.92,10.97
4/13/2014,43.94,39.05,15.29,14.08
4/14/2014,39.52,37.01,15.81,13.81
4/15/2014,26.08,28.72,11.35,10.26
4/16/2014,26.07,28.03,10.13,9.33
4/17/2014,24.71,32.1,10.72,12.27
4/18/2014,42.2,29.42,11.29,12.27
4/19/2014,41.09,30.82,12.67,12.38
4/20/2014,30.09,28.74,12.47,8.89
4/21/2014,27.82,25.52,11.45,10.39
4/22/2014,34,50.05,16.18,13.08
4/23/2014,48.34,51.25,12.12,12.34
4/24/2014,34.86,42.39,10.69,13.1
4/25/2014,32.33,30.43,11.29,13.8
4/26/2014,29.77,24.26,11.51,12.14
4/27/2014,30.25,22.55,12.29,12.11
4/28/2014,32.83,26.4,11.79,14.98
4/29/2014,40.48,32.54,11.75,16.36
4/30/2014,32.2,37.89,11.26,17.12
5/1/2014,36.73,28.82,11.11,14.45
5/2/2014,32.09,28.42,11.88,14.52
5/3/2014,25.7,29.49,10.64,15.14
5/4/2014,25.18,20.93,11.15,15
5/5/2014,36.58,29.13,9.79,15.89
5/6/2014,28.59,36.5,10.36,20.78
5/7/2014,29.78,28.4,11.69,16.61
5/8/2014,34.53,40.1,11.42,21.36
5/9/2014,32.48,42.24,10.59,20.93
5/10/2014,39.77,38.56,10.7,21.71
5/11/2014,29.12,33.33,11.84,20.46
5/12/2014,24.65,30.66,11.91,19.39
5/13/2014,27.2,34.06,10.26,19.79
5/14/2014,28.3,24.79,11.11,17.59
5/15/2014,25.93,27.57,10.72,16.99
5/16/2014,26.44,37.09,8.25,16.45
5/17/2014,19.92,33.91,9.37,15.85
5/18/2014,20.76,36.55,9.59,14.5
5/19/2014,28.68,36.71,9.12,16.74
5/20/2014,24.93,38.75,9.38,16.21
5/21/2014,29.91,41.48,9.03,18.25
5/22/2014,31.62,43.88,12.27,14.22
5/23/2014,33.3,34.73,15.92,10.78
5/24/2014,40.27,35.72,13.48,11.85
5/25/2014,32.33,35.3,11.8,11.46
5/26/2014,35.45,42.09,11.56,18.64
5/27/2014,33.02,35.8,12.35,14.9
5/28/2014,35.52,37.29,12.67,14.79
5/29/2014,31.09,39.68,12.13,16.75
5/30/2014,28.09,29.34,12.54,16.23
5/31/2014,29.16,27.98,11.78,17.46
6/1/2014,14.63,25.87,12.68,17.38
6/2/2014,17.64,31.78,12.22,17.06
6/3/2014,20.23,43.34,11.77,15.91
6/4/2014,31.2,51.28,10.32,16.58
6/5/2014,36.73,56.4,11.01,16.78
6/6/2014,34.84,48.3,10.79,17.79
6/7/2014,27.5,44.68,10.62,16.24
6/8/2014,32.06,42.92,11.04,17.05
6/9/2014,34.75,58.7,11.38,15.7
6/10/2014,40.51,58.15,12.45,15.36
6/11/2014,43.6,54.79,13.75,18.74
6/12/2014,38.88,57.68,12.14,16.31
6/13/2014,36.76,52.12,11.7,17.49
6/14/2014,26.58,43.03,11.36,16.47
6/15/2014,28.07,37.21,12.7,17.06
6/16/2014,30.28,37.67,12.77,15.36
6/17/2014,46.3,42.35,12.51,13.22
6/18/2014,34.26,45.62,12.09,13.01
6/19/2014,33.13,34,13.84,13.28
6/20/2014,39.54,39.46,11.77,11.5
6/21/2014,39.75,33.84,11.1,10.63
6/22/2014,26.52,39.51,11.14,13.43
6/23/2014,51.18,52.71,12.08,15.78
6/24/2014,48.64,42.36,9.81,13.18
6/25/2014,37.13,36.99,8.64,13.14
6/26/2014,30.85,37.66,7.82,12.57
6/27/2014,35.95,46.85,8.76,15.14
6/28/2014,71.05,42.58,9.65,17.94
6/29/2014,46.8,31.29,10.1,14.32
6/30/2014,32.27,36.02,9.37,12.21
7/1/2014,28.35,39.3,4.99,13.01
7/2/2014,43.37,43.69,6.14,17.88
7/3/2014,65.61,45.75,9.46,17.73
7/4/2014,29.43,52.94,8.84,19.65
7/5/2014,32.75,35.04,9.39,16.86
7/6/2014,52.41,47.77,9.84,18.96
7/7/2014,49.38,57.62,9.63,20.49
7/8/2014,41.3,51.48,10.67,16.55
7/9/2014,30.54,45.78,9.81,15.32
7/10/2014,22.72,47.91,9.97,16.28
7/11/2014,19.58,37.82,9.56,15.78
7/12/2014,23.46,38.48,8.84,17.51
7/13/2014,28.05,46.14,9.97,19.08
7/14/2014,190.54,41.23,10.17,17.95
7/15/2014,25.99,37.42,9.72,16.64
7/16/2014,29.04,38.85,9.66,15.8
7/17/2014,45.12,44.21,9.44,17.72
7/18/2014,40.55,42.96,10.26,16.22
7/19/2014,40.48,40.77,9.35,17.18
7/20/2014,31.72,40.83,9.66,16.56
7/21/2014,42.83,47.38,9.68,16.73
7/22/2014,26.34,36.57,7.79,17.09
7/23/2014,41.18,48.8,6.98,15.46
7/24/2014,32.69,50.13,5.77,17.07
7/25/2014,33.48,67.47,6.76,15.29
7/26/2014,39.52,55.43,6.96,15.54
7/27/2014,26.27,44.38,6.53,16.04
7/28/2014,20.98,47.4,6.11,16.72
7/29/2014,31.14,50.26,9.45,14.48
7/30/2014,25.26,37.9,8.25,17.44
7/31/2014,22.13,49.03,6.72,17.34
8/1/2014,31.05,47.15,7.28,17.68
8/2/2014,35.11,43.03,6.53,16.25
8/3/2014,20.64,39.88,6.5,15.41
8/4/2014,25.41,40.49,6.5,14.8
8/5/2014,26.62,38.34,6.43,15.43
8/6/2014,50.81,39.38,10.52,15.9
8/7/2014,31.22,43.08,8.47,14.23
8/8/2014,28.65,45.89,8.01,14.2
8/9/2014,38.4,47.25,7.17,16.23
8/10/2014,50.37,49.33,9.92,16.73
8/11/2014,57.78,60.06,7.37,17.25
8/12/2014,98.78,43.71,10.03,16.68
8/13/2014,114.43,49.87,6.33,16.32
8/14/2014,31.55,47.97,5.76,15.43
8/15/2014,21.91,47.72,9.16,14.64
8/16/2014,23.75,46.25,7.6,14.55
8/17/2014,22.66,43.38,10.62,13.57
8/18/2014,28.3,52.5,7.31,14.82
8/19/2014,30.08,52.73,11.79,16.4
8/20/2014,32.73,50.58,8.82,16.56
8/21/2014,22.49,49.5,7.16,14.96
8/22/2014,29.94,48.53,7.88,11.31
8/23/2014,28.82,53.79,8.06,12.85
8/24/2014,20.79,44.35,7.18,14.37
8/25/2014,20.71,49.69,7.1,13.01
8/26/2014,30.84,55.66,9,14.45
8/27/2014,43.38,48.96,5.9,12.27
8/28/2014,32.81,50.83,7.31,16.48
8/29/2014,27.88,52.78,7.07,20.03
8/30/2014,39.58,48.89,6.72,14.63
8/31/2014,35.48,46.15,7,12.1
9/1/2014,33.08,33.83,7.81,13.55
9/2/2014,37.88,42.57,7.24,13.47
9/3/2014,24.91,41.38,8.55,14.51
9/4/2014,27.6,43.13,7.61,13.95
9/5/2014,32.17,44.88,8.35,13.5
9/6/2014,30.32,44.38,9.35,16.93
9/7/2014,35.19,42.4,9.54,16.69
9/8/2014,36.76,48.46,10.15,13.7
9/9/2014,41.31,53.29,10.93,13.87
9/10/2014,35.75,57.58,9.36,15.85
9/11/2014,21.15,42.44,8.87,13.75
9/12/2014,24.37,46.14,8.24,14.06
9/13/2014,28.76,42.74,9.24,14.41
9/14/2014,28.44,39.39,8.96,14.34
9/15/2014,26.38,43.87,7.06,15.58
9/16/2014,25.45,48.57,8.91,16.75
9/17/2014,38.27,44.52,8.56,15.69
9/18/2014,37.06,47.74,10.31,16.69
9/19/2014,31.47,46.32,9.41,21.8
9/20/2014,37.57,44.84,8.9,18.74
9/21/2014,25.54,45.83,8.11,20.68
9/22/2014,25.56,36.25,9.08,17.63
9/23/2014,17.8,35.33,10.9,16.34
9/24/2014,24.29,44.65,11.62,17.09
9/25/2014,31.69,53.7,11.91,17.96
9/26/2014,24.4,44.94,11.6,16.54
9/27/2014,21.92,42.36,9.69,17.22
9/28/2014,25.57,40.96,9.71,16.51
9/29/2014,32.32,50.98,8.38,20.93
9/30/2014,45.21,45.63,10.37,24.85
10/1/2014,61.52,49.6,15.84,17.83
10/2/2014,73.72,46.95,12.92,20.88
10/3/2014,35.4,39.82,12.26,11.88
10/4/2014,34.73,29.17,11.5,11.2
10/5/2014,37.55,29.86,18.8,10.58
10/6/2014,35.63,28.95,12.86,13.19
10/7/2014,25.35,28.45,10.67,10.79
10/8/2014,22.3,22.48,10.02,12.7
10/9/2014,28,24.43,10.86,13.66
10/10/2014,34.17,27.51,12.44,15.29
10/11/2014,32.9,30.44,12,13.99
10/12/2014,53.7,40.64,16.37,21.64
10/13/2014,74.78,50.49,13.68,28.34
10/14/2014,57.13,52.83,14.17,23.18
10/15/2014,53.88,49.65,12.7,21.81
10/16/2014,33.63,37.85,12.58,18.28
10/17/2014,40.23,43.25,12.56,20.93
10/18/2014,27.85,39.97,12.31,16.56
10/19/2014,41.93,38.29,14.06,17.41
10/20/2014,47.85,48.91,15.48,22.3
10/21/2014,54.2,53.99,15.39,19.85
10/22/2014,25.95,36.62,10.09,13.38
10/23/2014,21.2,33.32,10.04,14.46
10/24/2014,25.2,35.54,15.39,14.41
10/25/2014,21.73,30.34,14.31,15.31
10/26/2014,19,29.7,11.03,13.63
10/27/2014,38.15,37.31,15.98,17.72
10/28/2014,44.1,39.72,18.52,16.19
10/29/2014,48.13,34.53,15.38,17.83
10/30/2014,80.6,35.09,15.05,21.1
10/31/2014,76.83,48.86,18.59,22.71
11/1/2014,63.58,50.83,18.2,20.75
11/2/2014,76.58,49.24,17.4,24.63
11/3/2014,48.1,33.23,16.24,20.34
11/4/2014,41.7,42.15,12.81,19.26
11/5/2014,39.53,33.64,10.92,16.76
11/6/2014,43.15,31.27,7.78,16.78
11/7/2014,37.75,35.07,9.93,16.31
11/8/2014,48.85,35.01,10.1,13.81
11/9/2014,49.2,42.74,11.7,15.83
11/10/2014,49.65,44.01,12.48,18.78
11/11/2014,35.98,33.62,10.33,17.32
11/12/2014,31.35,27.43,12.98,16.06
11/13/2014,37.8,28.23,10.92,13.54
11/14/2014,32.88,34.86,11.08,10.47
11/15/2014,30.68,27.07,9.95,11.03
11/16/2014,27.85,23.1,12.35,11.38
11/17/2014,32.95,27.42,12.55,11.92
11/18/2014,22.08,30.36,12.02,10.5
11/19/2014,32.73,35.57,14.79,12.7
11/20/2014,28.98,30.92,14.07,13.15
11/21/2014,42.05,34.51,15.36,13.18
11/22/2014,58.78,45.75,14.98,22.3
11/23/2014,63.48,51.06,15.23,25.33
11/24/2014,57.1,42.83,15.44,27.76
11/25/2014,34.05,38.46,13.78,19.68
11/26/2014,36.8,40.8,13.79,18.8
11/27/2014,35.15,34.6,12.44,18.1
11/28/2014,49.28,39.76,16.46,18.62
11/29/2014,66.23,38.92,15.99,24
11/30/2014,51.9,29.95,12.58,17.11
12/1/2014,41.4,20.78,16.75,16.29
12/2/2014,26.83,26.44,15.29,11.27
12/3/2014,22.47,26.38,16.08,8.19
12/4/2014,17.87,27.9,16.79,9.55
12/5/2014,21.73,27.23,18.79,8.49
12/6/2014,22.07,27.29,14.36,11.04
12/7/2014,53.3,34.32,15.87,12.51
12/8/2014,72.27,32.79,19.79,14.8
12/9/2014,35.07,25.75,15.19,12.5
12/10/2014,30.7,33.26,14.51,14.18
12/11/2014,59.2,37.4,27.18,20.77
12/12/2014,89.33,47.61,23.2,25.04
12/13/2014,78.7,55.61,21.38,27.87
12/14/2014,177.1,85.79,23.24,36.75
12/15/2014,190.23,89.32,25.1,34.97
12/16/2014,142.83,58.59,21.36,23.35
12/17/2014,88.77,42.78,19.86,23.85
12/18/2014,63.73,52.96,19.28,26.09
12/19/2014,114.83,82.11,25.87,29.71
12/20/2014,75.4,61.62,20.27,24.95
12/21/2014,67.47,39.94,19.6,19.67
12/22/2014,62.93,71.05,25.36,19.86
12/23/2014,114.03,86.51,30.76,29.9
12/24/2014,178.07,106.03,33.76,43.22
12/25/2014,98,82.28,27.73,31.5
12/26/2014,24.07,44.24,15.76,16.46
12/27/2014,24.03,42.27,18.57,14.21
12/28/2014,47.97,31.57,15.66,14.01
