RowNumber,id,sobrenome,pontuacao_credito,estado_residencia,genero,idade,nivel_estabilidade,saldo_conta,numero_produtos,possui_cartao_de_credito,membro_ativo
5346,f2d4d08caef0904c10113bf6d8b8ef631025be79,f7787148e65a348628bc3f4ed00abbb0ae73eddc,806,SC,M,34,6,0.0,2,0,0
5347,84f048d9f0f3f26ed9c070247777638de2eef057,3a7d00ee8b7c1adbfad7fc772c497d9dbcebdd26,603,SC,M,31,1,129743.75,1,1,0
5348,e30793ae0f84637565d9db0cd15055460135f572,92650b615bf1b900a663ecacee4f0a630711343f,649,RS,M,32,1,0.0,1,0,1
5349,c476e7a14bd00c3b9100a82f28fa7cc7fce42e93,9ac54397634076ef79865a526a373aeece7ae831,547,PR,M,41,3,151191.31,1,1,0
5350,446f2ab4267316afe29c758537268b09b38e695a,5ec7a8692a7b28539b3b77edfb4b610639f6dc32,684,PR,M,32,3,102630.13,2,1,1
5351,0514c86195c52d476f9fe583a529a8408dc60780,5e7458cc7faf98be14206ddec56a1d72e732bd39,477,SC,F,57,9,114023.64,2,1,1
5352,b0d8ae1fbb4b4ab136783dcfddd0e5a3e3495f80,74f15f89a77619e6b02f9579ef8b2da23c626668,558,PR,M,41,2,124227.14,1,1,1
5353,812b010731a3ebd111e13c9494117400d3b3cb87,cebc73e92d609e71a7bba4379121c0aec12d71d8,695,SC,F,23,1,0.0,2,1,1
5354,d9af0d8bc0b2ac6545392992986c43126158a2a8,d6762bec67ffeeadf39704bc0109c0a359bfcba0,592,RS,M,35,6,80285.16,1,1,0
5355,df997f9a3416b23e2a191988678f74e1774362d1,9204a4fa4a2a7e59301ab46db7d0da9b4e75786f,789,SC,M,31,4,175477.15,1,1,1
5356,712f469162e5c2eb8700fafb59a1c801d07b342b,7a4b8be23a94a9079cad51d70fd635f82bf6bcfc,597,SC,F,29,1,132144.35,1,1,0
5357,c37efb7fbd446db8ccfef93b0e8a430888060b71,01ce3620d2aeff069b63e91fd92247d2ade07c7d,839,PR,M,47,2,136911.07,1,1,1
5358,3383ffb2ab8c8f11c6f516d055894b9738fd36d5,d7f41e2825e232f9c1b103392bd3cdb1cb632b3b,405,PR,M,31,5,133299.67,2,1,1
5359,a6c7b5024e2f871c7d7aa9f131149bd257b04529,92650b615bf1b900a663ecacee4f0a630711343f,658,SC,M,39,7,0.0,2,1,0
5360,70c5b349d345bdeda8bcb4a4e375d785db916580,02cd0eecd63f82d48ddaa4254b817a2d06fa4a6d,684,PR,M,42,1,117691.0,1,1,1
5361,6a6f6fc4e3dfe38599832bf0d5cc2b20266a743d,52addcfbf5a61ae97ea5c4afcf7183a24ea6a7dd,633,SC,M,35,10,0.0,2,1,0
5362,b7e75d6f508be8886b7ca25f6805ee0195295c4d,74354af3b05976f77c9e6c7b18ac18816afdba0a,589,SC,M,46,9,0.0,2,1,0
5363,b07b9bf961f99a9afaf3e559641b4cf9b23512ab,bb5cf318ffa3931019af265b70dc5e1329293274,750,PR,F,37,1,133199.71,2,1,1
5364,e609fc2e8e2039b7ee25c2d310476dcb005226aa,65ca92f386f8d79c26a14e9ad3a8d5ea8385fbc4,771,RS,M,51,5,135506.58,3,1,1
5365,09f535df766bc922ebeeba5f9f65e89fcbdee035,697d5c64508e2b035de87261dcaeac4c6b46c149,812,PR,M,33,2,127154.14,2,0,1
5366,6d0297a13bf20d1437220b1fb93a2b3c2774c526,622ab5b0015de5370d8080403e9a1fd1f76ca87f,539,RS,M,39,2,0.0,2,1,1
5367,4398497351b32b2952a0d2653a31c961b9eaa74c,c9c7dc2b9e1d9de56a597c7bd008648c9afc1f28,670,PR,F,42,5,49508.79,3,1,1
5368,c59b89caf552ebd8be87878a69ff4f796c439924,54cd7d59b73bffdf41dd7b793608fe2d7796d888,673,SC,M,41,5,0.0,1,1,1
5369,36b1560727baa3bc81ea3cb91e37f4ab8183e700,9ed61064b2b9a8ca7b2501bf097782c8f055c6b2,538,SC,F,62,3,75051.49,1,0,0
5370,43d16e6063dbba2edf708e2b285a694f9d6f91a8,f5e2a4a2aad017e749913c9b548a92b75873b0be,575,RS,M,52,8,123925.23,1,0,0
5371,4d019b5d884f7b3d19d5ed62ea18daf8310b7059,bb5cf318ffa3931019af265b70dc5e1329293274,682,SC,M,41,6,0.0,2,0,1
5372,bf13aefe5eee28ae70527fa955624d132e6389f9,49cba500f2b84206afa4b9ba65dafcac20ea4588,712,SC,M,33,3,153819.58,1,1,0
5373,5d4aadf1daef0f7c78d99ab1eb7e63d091a646d3,1ae17eb8effbfc3c4e8749867d6770ba216da42d,598,RS,F,39,5,0.0,2,1,1
5374,aca6f8a45b40a0eac8de62405ef7621ae485ebf5,b89d09fc7719cb3c4a87e4a61cb87b3465e9d8ff,776,RS,M,30,6,0.0,2,0,1
5375,2aa6be44718ff1a265b028f6d1b45c729a25ebc0,848603a5032caa22733ee404985caeb009937ba4,606,RS,F,23,10,70417.79,1,0,1
5376,eb7b47ac67d24a5e9bc391ab260f42792a68ae6e,760f58705552d42fa8c3be5ba34377556f07fb33,686,RS,M,38,7,111484.88,1,1,1
5377,6d3eb7c7104e1b4933d1450e818ea091e8942cb7,d4a6dbfe7c5d775dae00a3d0857ad64c0400e082,850,RS,M,38,1,146343.98,1,0,1
5378,95207e646ab0f5264b0e573474873231b627eaea,ed0778c98142f4d6c4fe266319bbc170e2b28ac9,642,SC,M,72,1,160541.0,2,1,1
5379,433609458d215ba3403bd592e01202fd37171258,190ad954707e053c18af1de13a140cb70a6ff58c,606,PR,M,27,2,130274.26,2,1,0
5380,2a757ea69f0548d50ae400368e9fd16dd144b1aa,c1ad869512155b9b088f6a063d7a8204a85940e7,627,SC,F,21,7,98993.02,1,1,1
5381,6adc679884b7808227b483f2b2255df44350c668,7788e31efd8b179e8fcafeb78be89a925013c311,850,RS,M,36,0,0.0,2,1,0
5382,28b0488cbf0067de373b3f073dce6c5314887c6b,ad0c40a19b0299cd3334c5ff801dbee8729baf6d,850,PR,M,32,9,141827.33,2,1,1
5383,f7826723d1f9b52237766b7bdbc77e1d795d1dac,3a47350b7d7cb691a01ccff5ad5d3aca87290c28,724,SC,F,40,6,110054.45,1,1,1
5384,85e6637701eadc5e5a25d2a425a9a80e9e5f2e23,96bb0e8e349b9e56afd66d9056df71c2792bbd79,579,SC,M,28,4,0.0,2,1,1
5385,bf819428c34345c3f70d4d4bfbd0f6c3c9421328,aa7b1ad462552384a65221b543b470264141d234,727,RS,M,28,1,0.0,1,1,0
5386,2425f22649efaa8d29f6ff8842fbbd54491052e2,d2daf50d6f9d194ac6f6d9fe87396753900caf3c,813,PR,F,36,6,98088.09,1,0,1
5387,ea178bb9917c068d13eb9155b13440e1fe716216,9f8cee29be3d416ed244122a11ad2a8df5fc24d5,642,SC,M,48,9,118317.27,4,0,0
5388,305adc91cc46282e9de56d145a081947b7277eba,ce717563aae89da2a209b6c7ee483d2b3852f704,669,RS,M,22,10,0.0,2,1,0
5389,861229ee3c6d71a9adc0ae3cf51ea71a800241a8,679914507dbb6ea15a7b08d5eae6ca86d6987eac,574,PR,M,54,1,99774.5,1,0,0
5390,23e6f23cf4b7038360e5dc404a536d27e883c570,841b54dea55ab410b8ac369f19579303237e754b,774,SC,F,32,4,0.0,2,0,0
5391,f6d2bf889cc1218eb4bff4717bd04328af51b766,c2f926311f07fdeb4a26112d4cf7047f1007aedc,735,SC,F,38,1,0.0,3,0,0
5392,578f6d5a1aaf0e6bf5ffa5a7fb9a68e6b2e31924,64ac6295da90ba52f3de38510a3d1f7434677674,639,RS,F,27,8,133806.54,2,1,0
5393,a8f711d7100ff9d18f12ade52f793904e85dbcb9,ccd184e9bb44745fdcfdf38dbb80d705f9fad7fa,738,RS,M,44,2,0.0,2,1,0
5394,bfabb829c9b524b9b85e5a4b87165fc5b8f98b57,b2c07102495cfbdd0e898d63e778b0ea5ab4f4f5,835,SC,M,32,8,124993.29,2,1,1
5395,7ceb1ade31ca5901a2569832102552116dfcd012,70c35925e838da28ecd1cabce9dc2f7991cc24e5,637,RS,F,44,0,157622.58,1,1,1
5396,a660b096a711e2c29f5f1125e495152e9625051a,a55390ff080ce4b25c10ea2dd48cf1283cd8d509,589,PR,M,48,5,126111.61,1,0,1
5397,5246fe02da540a865cf3608461a08e0f581a8d5a,8c7eb05843500d312f2a1e01174c5604a6333e41,591,SC,M,42,9,161651.37,2,1,1
5398,56cd645a7748740e17b350caf3dba8d96f918834,90f07c59b6119cb3f03cf57a4f12d092b761e4e9,723,SC,F,40,7,142856.95,2,0,0
5399,c2a972b997587b085a7e41d35b751662fbd0d522,1d9441e9abcf0e2c0443d203568652ba3169ea13,831,PR,M,44,3,111100.98,1,1,1
5400,ca5540d6b9f47f9a90856835dbb2ebc8dcba6b65,ccd184e9bb44745fdcfdf38dbb80d705f9fad7fa,733,RS,M,35,8,102918.38,1,1,1
5401,0d8d3f3fb14e2ddf8549ed34cb1090054041328a,6c40d84e1ed3eb7765b9d882499616cc77cd4426,731,SC,F,30,5,0.0,2,1,0
5402,950b5894a950d601a48f417bc3f012cda7237613,1a75584361f57a67c91e9b2b41b75cbba53b461d,654,SC,M,47,10,0.0,2,1,0
5403,6f93240ec4e65e3b5403230ddcb797aa65d041ec,f7787148e65a348628bc3f4ed00abbb0ae73eddc,828,SC,M,37,4,0.0,2,1,0
5404,7a33fbd7560183df93d12e3e87f0a2db4fa408e2,b2c07102495cfbdd0e898d63e778b0ea5ab4f4f5,590,RS,M,22,7,125265.61,1,1,1
5405,f5dc8ad291957c6668e9e26c0394d8255891a57d,99ea6f6f195c518f010ddcd124b3d07d6c5e6a48,657,SC,M,37,4,82500.28,1,1,1
5406,9e54e72c10bda6fe84d0926b45fd3c87c21864a2,2265b3657cc5e97382dc46819e3937c363fe165e,531,PR,F,64,2,175754.87,2,1,1
5407,4dc0345187c08bf47e1f9912c26961a784dd736a,10af29d042641fdbcc375f36e3d9a1946468f9e8,516,SC,F,47,6,109387.33,1,0,0
5408,5ecd7defaa56cf9b530929d62de8a9a05a6ddf67,543e81dc974b9f9d5739f90e80435675308f4f1f,561,SC,M,37,1,100443.36,2,0,1
5409,83a3a9d3e8c0ead94f92f5a9cea85cfbcb46e927,9cece7f8bb5c1307baf30bbe0dd31a087f7cb811,682,RS,F,54,0,83102.72,2,1,1
5410,3a818f37a90e50fc2d52efa3d6b32e2b5ede1876,de2fdfa6e35e66ab5504312d0fa771982f9f68d2,575,RS,M,28,7,0.0,1,1,1
5411,b8e5a9965228c872f65a41f83fad386b232c7a51,a2feefe9afbc3d0f6fec53c2b390d4515e363675,623,SC,F,28,4,0.0,2,1,0
5412,f3e180b04cdb5fd1d4e0216e35a6c7c9836fe99c,995851c023e8659fe76e87e03e7b577143f7b58c,642,SC,F,40,7,0.0,2,1,0
5413,50aacb30f53198b1e0bdc46522f7a665cb6c754c,e3e0cc3f0bb54238ebbc777fb5dc9402ff0f5205,779,SC,F,48,2,115290.27,1,0,0
5414,caae3a1b62ab0a8c789a0809d9c300c00daa96aa,ddc89c837a6933639de75f28171057060bd322df,671,SC,F,42,6,0.0,2,1,0
5415,250d22a6028d5af9820c05e243de5073088c7b86,9db6086db7299eaedc1b57b3bcddce536d137bc2,495,SC,F,40,1,140197.71,2,1,0
5416,06ec07a3f94eadc7be179e97388c2a99507b1a4c,66637f52bdfd18f530b464b38bc5f39b703cf95a,850,SC,F,28,1,105245.34,1,0,1
5417,fd4fa0452ac4851f32a834c9d3a2da2ce1cf2d84,49038713552609abe11cf1e2c7a9cde900415a1b,630,SC,M,50,8,0.0,2,0,1
5418,f15139bd613f12945450340ffa5bb87b6ba1a3af,4beb81a12449f403b2d76438a06ac14ceb8b143c,588,SC,M,32,1,0.0,2,1,1
5419,e8e3480c0f5842fca503347e3a4d8eab6cacb0c6,1f0d2dbd50107400598a834a78998490c85f1d8e,562,PR,M,35,3,142296.13,1,0,1
5420,3062b7387b26f2960133ade03d371f5bf09a0edf,356de342d0f4ba79d70a0bec114f570317e9cd15,740,RS,F,56,4,99097.33,1,1,1
5421,d776385874fe640ad829c0de02b069a8197f6ae3,4693463940afaddeca1e3a8b3a3db1605833a042,695,SC,M,28,5,171069.39,2,1,1
5422,ea9baeaf6f3c22acdc911a7b03f67381f22cf702,c78a0a917651f98b9a0911794522a6f6eb981153,589,SC,F,39,7,0.0,2,0,0
5423,787a382fb1e33e231dd8137e6d87c0688ddcd98e,c78a0a917651f98b9a0911794522a6f6eb981153,607,SC,F,31,1,102523.88,1,1,1
5424,7e1b003ad28bbfd5ea885d8888f84a56c355b2eb,356de342d0f4ba79d70a0bec114f570317e9cd15,794,SC,M,35,6,0.0,2,1,1
5425,e85640f90af8f98bac6f358387d643e002d54d54,96858d94a50c48407cc4b896428b30e4e11a001c,580,PR,M,44,9,143391.07,1,0,0
5426,bb14153e39df3a24ea85057b7fc5e16aa2239e85,8a1deed4feac2c8203a9e38f3b196e10139ed061,644,PR,F,44,8,106022.73,2,0,0
5427,1b05a0cc42e53857503d89d339d42fbe4e25ad88,05d9c01acde0a89e61fa68f47462a20b73ff7f39,636,RS,F,36,1,0.0,1,1,0
5428,03c8e707a2b0d953be84bba9d65ede1504b0847b,d94e07172e2f735aeb4b389cf29e16aec50a817d,599,PR,M,36,3,128960.21,2,1,1
5429,c29ee0af346e7230933488523bcf4d259c8b87e2,f6a67eecc27470dedfc8d52e4cb834a4c5379730,507,SC,F,35,2,0.0,2,1,0
5430,40c1e4a70ad7ea229bde1bfb0620fe80d4e7e4e1,a95075f5042b1b27060080156d87fe34ec7e712c,682,SC,F,48,7,0.0,2,1,0
5431,3a0e058d30b97fa37afd4786a7b3e64542cd393c,a596384ca70664af4c5fac9f935cff186b8e8bc0,714,SC,F,24,7,0.0,2,1,0
5432,f2e2780c38168083840f0fb39d2743e942d373ab,4dbc0668a2f1cf889468a455b7bad7e5279c09e6,696,SC,F,25,8,126442.59,1,1,0
5433,f81a5dccaa8e28764ad36d543ada64015cbe740f,1cf3a947ae16b14d73b6ef8307c618138cee340a,599,RS,M,51,0,0.0,1,1,1
5434,8539a413d3819ba1aeadc04af9f332d04b179626,1624ee34bdacda1bc1ef5cb46fb7855e8a761fd3,577,SC,M,37,2,127261.35,1,1,0
5435,7469f12ef5bdb49cd5eb725d220479a16ac30fdb,aacc2a9affd455adae07108eaf36e6352f43ef3b,733,RS,F,32,5,0.0,2,1,0
5436,1c6b6b85c16410ef48debea2f986f7a6e3fb2a0b,15299a0c1f3b95b73dc012d2185a2aded345edef,647,SC,F,33,4,0.0,1,1,0
5437,d686cf2cca00a9c6f940db273b45575a9da1ca51,b8443378219530602d9070944ea44e4586e45015,831,SC,F,34,2,0.0,2,0,0
5438,5fe599d47502239884c8f54c508a036adc5dfd51,5991f781ef64d059bd3167b5b6b84290f02c2c9a,543,PR,M,30,6,73481.05,1,1,1
5439,12304269b6b09b7e2186e11920f67ea4b7b1c21b,cfa9a401b0f24ca628c5837e80bf0a65a79db592,679,SC,M,34,7,160515.37,1,1,0
5440,c03e2c03325159a7aa9bc2a2fba6ec786d790175,a397eb84f2bc9fc5d01e2036a2bf7d40797c4b51,713,PR,F,61,4,149525.34,2,1,0
5441,c772e14b1d84ce070adefddfdbd9110bdd2c77ef,7e35de52da85e9f23fe249be8c17335f6770350d,690,PR,M,43,2,166522.78,1,0,0
5442,f6bc394b6776611b7eba37d9b909867aea9c38ca,5b51a9fa31b8cd945def90d32a1fddfc95b9155a,751,SC,M,29,1,135536.5,1,1,0
5443,0c9e4f16e6e5877cfb2b1b2037a0004aaf0a8965,4533eb42cd5686d36da99ca521c0647ab984c793,613,PR,F,43,10,120481.69,1,0,0
5444,2ad049e29a3220567dbbb59f60b9b11a130942e2,5e83789be88ee4a74db3912e093343ff83d996ae,701,RS,M,28,1,103421.32,1,0,1
5445,93e2ac01ac0f6fab50ab327dac4b11a76cb8cd82,c9c6eaa9b90b83616639027bdd7c051b63792de2,698,SC,M,33,5,135658.73,2,0,1
5446,69758730ccd06d1ca662441c33d76e4ce0d2c938,190ad954707e053c18af1de13a140cb70a6ff58c,451,SC,F,36,2,0.0,2,1,1
5447,9c535b1d23c43f3c5e8eee1b04fe8f96cdb0f9fc,8bf78b87b9263603e68c6dd8aee90e7a0e67e3b6,665,SC,M,28,8,191402.82,2,1,0
5448,a3f2bd93034dae2485fd80f40131b184cea4b06d,8c9ce33191cd11f4df017eec0a178e17dde2bb68,726,PR,M,50,9,94504.35,1,0,1
5449,3f19c1f5453c3b54c269ae8d59bd13817825b310,f044e7b71bbd1b660cd0bffdef201a366e9b4f66,608,PR,F,44,5,126147.84,1,0,1
5450,8422659e41cfd2bf3dd2c2c1062714203e7e254f,ce7be43361c5ad189cd9d29da04a8af144e9d522,549,SC,F,46,7,0.0,1,1,1
5451,7269461f75fa3591a84ca4ade984dcc69d6108e4,752fbb36578511afe3527c40c95abe3e1f95d7bd,803,SC,M,33,6,0.0,2,1,0
5452,d6e1057f007fd3f50f33c835e20689dd93924407,a1009913e51c3c11ef2e88eda344ec5befa13fd4,663,SC,M,43,4,87624.03,2,1,0
5453,7e2bed524e520d46e044abf2b5e27a8bc98fdcbe,940deb7d2104a98565f10439f8b52801cbdfd6b3,558,SC,F,45,1,153697.53,2,0,0
5454,7c287d95a8a82708d47d7a514105eb69e0460717,9f62209148094b89f24a5c35952dbd8a5d87a7d6,714,SC,F,25,4,0.0,2,0,0
5455,d11cd86797d9d844ed01474234a4932c1fe2c3f5,a7f3aec0f8860149ffbcd5c2696825ee9993b2e3,704,SC,M,39,5,0.0,1,1,0
5456,c29b74d43311525de1e8f07bb7bdc21b8d78706c,d90a84406c7862c3d126667fbc1ccc28594a89a7,805,PR,F,45,9,116585.97,1,1,0
5457,4c3f35d0e1ce373e4109b3d29c923e577775dcc8,d522f31b6ce1d16d24e59aa71a62544fab4e0d01,659,PR,M,34,9,134464.58,2,1,0
5458,24884f310caa79e80d3e56af57c6727856687392,0078f3f71114204b027551631113e3871f105353,738,PR,M,62,10,83008.31,1,1,1
5459,38bc7b99daa5221166f394ef648ec405e6c3fa2e,4ecb6470fdc62b874972885b12eb86751d9e86bf,635,RS,M,35,2,113635.16,1,1,0
5460,b9114a021194b26bf32f30a9d403c84381d0146b,c84241778d258736ca03674db4a7f9f42209aae0,530,RS,F,36,7,0.0,2,1,0
5461,f7a5613f8362692dd2dd06bbb7f48e48ed8c7113,2d42e60e6f60b91da8bb5d3b26c5ad2f1d7fd784,661,PR,M,41,5,122552.48,2,0,1
5462,48d7fc29220fd24ebf066cf9d6bc247338947406,95f7239d67a09f33efd0dcf00e57ade9af15d361,531,RS,M,31,2,118899.45,2,0,0
5463,49a794d01e1ab975fff2f59c9b1e65d4c5d6fa06,8ffca3f0c8dd36a02a786ed270bafbfadfe764b9,694,SC,F,29,5,99713.87,1,0,0
5464,9ca76f32d74a2e4db463da27bf810b4352b7ef1a,f138755a17a747d4353d24edf983ace7c38ba7b9,731,SC,F,36,6,0.0,1,0,0
5465,17e317074126c056023fdc4d529158fccba58e42,0a6ecdddd708433f1a2c54a026152374779ef9aa,556,SC,F,36,2,134208.22,1,0,1
5466,ca848eceba9dfbc4ae743ad446f9720d47039b69,f9eba2f490069d72365193f20ce4c23bf869f78e,647,PR,F,41,1,85906.65,3,1,0
5467,a8cc956407f80471bc564914ab04462b2bf5f6b7,0d709a3e2ab1e4f6637b11b7d338b71ba7ddf181,850,PR,M,32,3,137714.25,1,0,1
5468,a3786e0e91560928f093ceb00a7049472856832b,96e9b7cd70eb3673636dc1e13fc9dd509f79e3d8,573,RS,M,33,1,160777.9,1,1,1
5469,43c0630e14cc2af6d9982d3d3a24ee9b62510c28,83e4649d45b7c65137e0cfbfe744209b72582d0c,591,SC,M,45,5,0.0,2,1,1
5470,fa09256d21f978127a454a80f7580662df12d35d,e46803d3c49b5edf1509eeed50eb14a975c6168b,723,SC,M,21,4,0.0,2,0,0
5471,0fc48596b90d7f4fb2c605d728afc08727236483,679914507dbb6ea15a7b08d5eae6ca86d6987eac,617,SC,M,25,1,102585.88,2,1,1
5472,ec4b65658c8cef195e53376588cdcc69589535ad,b12f9fb6bef7050170af8d34277ca1cda8a33848,704,PR,F,39,10,102556.18,2,1,0
5473,65213eda8e43f04027375a5f018fc7a81d8fca8f,175a1fa2b61f8285a86adc8c3b9945ca46da2872,457,PR,M,42,4,126772.57,1,0,1
5474,4e13ae71a248ae772f222a027581a6372e6361f7,04577f3c2b64ae12ee1d9bd3187cf6c73816add8,787,PR,F,38,3,158373.23,1,1,1
5475,8c2a6d8b6ec45350293faad106093b4ae6878c28,9d2179ea8b2dd49b20ef4ae4447b476fd9e822d8,651,SC,F,34,9,0.0,2,1,0
5476,8f31acf8ddae15c100d3595cb888998386da5875,e003ac16170f5762bcbc46f114d428e88788c9ec,612,PR,M,42,5,141927.1,1,1,1
5477,560b57dd8c149436c50bdd5fa7632f96a7459c83,cbede02e8c227684972ab1467409d98c0d0d5a5d,828,RS,M,47,1,109876.82,2,1,0
5478,08d4b87a50a661edbdad3978d224cc0df7e02022,b6140e5db1210bb5534b7fc30f6a8041a20d8391,724,SC,F,34,2,0.0,2,1,1
5479,4dcc9d0b8e9b92468811a5e106a3d8086bea2b77,7abd783af47a9bd96f9e845bb5dae7516d111f11,648,PR,M,44,9,111369.79,2,1,1
5480,2fdc9097208606090ef63090afabeae4ba42157b,4dc44df90a17ee866b75980bb82f20db514f03b1,569,RS,M,35,3,116969.35,1,0,0
5481,5c41295f00534b5c48a80e837eb8b403cf8ffbb2,a0176e55c88b1b01756e5c32520bcd36962805e4,765,PR,F,34,8,136729.51,2,0,0
5482,4bce41d827f253a4368d531dad6737784104230c,9ef50458985ec73d89602aa848e0eb12b2b335a2,577,PR,F,44,1,152086.15,1,0,1
5483,f290da2d51a684f7f9f0e9d35e3789a0c51f1339,4c2e7d9f485254bbf0b67805152eba22ca177cfe,603,RS,M,46,2,0.0,2,1,0
5484,f494642831fc9c21ccb700261a27ea9db386e998,b2a5a40bc71acf0ff486bb8f3a0f34d17b4c8b3f,568,RS,M,28,1,127289.28,1,0,0
5485,e0a52bc5f18e37b00b25b992fbcf7eba1c03b768,075b2af444302c88f73b7c9147000a316c7aec2e,748,PR,M,45,2,119852.01,1,0,0
5486,653511335875f05c15cd2b93fc3c625c5e42d28b,190ad954707e053c18af1de13a140cb70a6ff58c,573,RS,M,38,4,0.0,2,1,1
5487,a21f2b9480e7b611df0043036ea3954720355131,f3aad202e6eeb74addc0686db402f8ce26f18b43,771,RS,F,41,5,0.0,2,0,1
5488,e900d73c66fe69cfe4bde9f4747c949eaaea3106,750698b09816ca4d169de1d1f2805b3bf6a65fc0,763,SC,M,35,9,0.0,1,1,1
5489,c31ebc22d42aba78de980fbe63cd4dadee394c5a,3e47bce03cf7b20e1c0ddd3e9a965ec1ed830ada,410,SC,F,35,7,117183.74,1,1,1
5490,42a6e70e93673f66b2f85b7d6a6e902c46dca501,524c9c608a8cb8faefc80d1fa7f7c5936028dbbe,728,SC,M,33,8,129907.63,1,0,1
5491,66aa69619683f72396bad7c2ac5b416bbdb89738,933bf21afdd55a0d2283845fed0e7bbdd1f5db49,655,RS,F,78,2,0.0,2,0,1
5492,da90a33945a5fdffc2ba7f123a9217bf8985f2e7,f553cbc7c85b3fd79e7822c7862d89d8e4217e94,580,PR,F,36,6,145387.32,2,1,1
5493,b1c5cda86d2e29bedc7ed5103cbc03eaa593ad84,37c7ce108a3cb6faf1b5c7f42f37ea4d734457e8,712,SC,M,35,7,124616.23,1,1,1
5494,6fe82842ca17149092f61a5d9bec6e1f30a90512,f553cbc7c85b3fd79e7822c7862d89d8e4217e94,680,SC,M,31,9,0.0,2,1,0
5495,d58681704364d4aaf448b3b01cf32468f6cdf436,5d640efafdfa090a99e1ac1f61e879912fc0458d,383,RS,F,48,8,95808.19,1,0,0
5496,e6c0210817653796e2c94ebc1d5ee481a1873881,061a6a52bf333f2e2a74b71b6da4251cb754d0c9,721,SC,M,35,10,0.0,2,1,0
5497,ca76f8fa02a18afe0b5704f15007741b6312ac02,eb6ebdf00d6e79e0d51a8ef4fcdfdce3dcfdd6f4,620,SC,F,42,1,0.0,2,0,1
5498,33b1f825a796279c7eb749728bc1446ce0e4e3f2,12971c43f787d5966e08eaa215fe43aaed4951e3,774,RS,F,36,8,117152.3,1,0,0
5499,2ab4073dcba22f32cebde1ae97c6a899d54d639a,c326a4660b674d2f6ea82687a1e1abae2337541f,563,SC,M,35,3,106250.72,1,0,0
5500,11543eb84d8c4a2b5957c3659184b549ee9989c6,27d49d5dbe73b65b914d0b1687a345e2dd67fba9,850,PR,F,27,8,111837.78,2,1,1
5501,01ee0ccb4c657a388ebb008636e4ddfd5c7544a2,e0704a5c5231ffb32607235fe84bd3588d46c14c,681,SC,M,47,9,97023.21,1,1,1
5502,39ed2f6f78e1b0e5e1035781412126bb8f353a55,28267bcc9620ccdeec06844486fe39b8c30dcaa6,631,SC,F,31,8,137687.72,1,1,0
5503,fc1afdbe91c483f435531c7982c41d88fdce7897,bef6a21e989b4d65a9007f2e981660c3d05ca172,614,RS,F,40,3,113348.5,1,1,1
5504,d0623a8612ebab73bf9f74083028553df6254def,a90de9701e67a358423874204d032971f44aa671,704,RS,M,24,10,122109.78,1,1,1
5505,49af80d71be7aed3d76f23b17ca380d1f83a535d,7347fd3b86c52be283f3ca0bb60ae91abe5f3069,786,SC,M,32,2,120452.4,2,0,0
5506,ae6806eb13eff39f6da323813dc7dc3a5e515870,aacc2a9affd455adae07108eaf36e6352f43ef3b,534,SC,F,53,7,0.0,2,1,1
5507,1e349c5b16131318a0564e5aedd3ce17740ce6ad,2869935eed86d10ab0d0d277510fd96082ad4d66,590,RS,M,34,0,65812.35,2,0,1
5508,9b625e77a7dd297c3ceb136e4ec6d365c04572fc,5bd25aa68f4fa1995488d35aa752515c95be2d5a,583,RS,F,40,3,54428.37,1,1,0
5509,c7853847e37dcbb2b04f2fe3bbc49b2a81e2e58c,b47bfc0dcfab20b64abc4a3c160ec06f31fb9d45,656,SC,F,75,3,0.0,2,1,1
5510,6b1b92360f27103b6b8d5df24c31849fb7e932e0,5fd158b4595f9a5ff737bf458c7216e78553883e,597,SC,M,33,9,0.0,2,1,0
5511,0a5d6cf1fa3ee6df60bf38e6bf9260fa26078fdf,71a91ba923f64848c0f5931ed46050be45e85f0d,588,PR,F,48,1,143279.58,2,1,0
5512,1160f07b38ab41d56c8ef72bd4be870132c8af59,2c125e2fcf6b77032aba6fd3a16f8b81dc2861ed,667,PR,M,32,0,103846.65,1,1,0
5513,643a3c244c04f9f36509c3cbcd833799c5ff9d0f,a171687d58e17760637cd1744f1464ce601a0014,627,SC,M,37,2,125190.86,1,0,1
5514,b1163479674c51744a3cc33aef1ae889f40a245d,50c854beeb0f6a4e3465b44ab16cd02c9c0bb6b4,708,SC,F,33,8,0.0,2,0,1
5515,c03427ab770746acfe49fc0c11873f351aa01fe7,44dcdee3f51270bba63c76f5cae244dc1c667100,641,SC,M,65,6,38340.02,1,1,0
5516,517ba1f90c996e0de60d77605bf4a96aa0b6f7e9,557768b94a801bf3f8ea36737dfb01637579c66b,527,PR,F,28,2,123802.98,2,1,1
5517,c2149e27fd715ebf8e8ddea2e1e5f5dd81014e47,db6a30e69875fe4b4929535a3d6996757b9f6a97,592,SC,M,37,3,96651.03,1,1,1
5518,0da70d24fde6bc69f0553faa4151ce838bbe5d58,212d9f5936e9e21e34acdb99a636bb9ec4048f9b,465,SC,M,33,8,0.0,2,1,0
5519,6b0caf667c6603f1d5ec0f87473334f2f08b9c9e,fdda46382a742ec2e035faa9eea2b289930bc864,628,SC,M,39,6,0.0,2,0,0
